Rank;Word;Absolute Frequency
63359;--preparing;1
63360;--penshurst;1
63361;thuit;1
63362;--argalus;1
63363;niso;1
63364;(_infra_;1
63365;planities;1
63366;mimorum;1
63367;ædes;1
63368;suburbs);1
63369;sharers;1
63370;contemptibly;1
63371;reare;1
63372;dambd;1
63373;smothrd;1
63374;darknesse;1
63375;daunce;1
63376;cambises;1
63377;fethered;1
63378;estridge;1
63379;impudently;1
63380;247);1
63381;--elizabethan;1
63382;kemps;1
63383;--heroical;1
63384;clausus;1
63385;chap-book);1
63386;--burial;1
63387;herminius;1
63388;--endymion;1
63389;1639;1
63390;master-piece;1
63391;lxxxiii;1
63392;subligny;1
63393;gallantries;1
63394;quixote;1
63395;--conversations;1
63396;abr;1
63397;diepenbeck;1
63398;--moorish;1
63399;gemini;1
63400;anglicism;1
63401;tristans;1
63402;harlowes;1
63403;atridæ;1
63404;empereur;1
63405;magne;1
63406;fast-fading;1
63407;archæology;1
63408;_romantic_;1
63409;presentments;1
63410;euphuizd;1
63411;reading-table;1
63412;hurtfull;1
63413;fitte;1
63414;passe;1
63415;cancer;1
63416;inédit;1
63417;remarques;1
63418;lisant;1
63419;thoms;1
63420;deloney;1
63421;fryer;1
63422;frier;1
63423;archæologist;1
63424;genealogists;1
63425;latinised;1
63426;celts;1
63427;thor;1
63428;abysm;1
63429;crécy;1
63430;agincourt;1
63431;brittany;1
63432;gascon;1
63433;herleva;1
63434;falaise;1
63435;bastard;1
63436;grendel;1
63437;ville;1
63438;heals;1
63439;hearkens;1
63440;outwearied;1
63441;foredone;1
63442;woful;1
63443;tale-writers;1
63444;epic-romance;1
63445;tragi-comedies;1
63446;nationalism;1
63447;arthurian;1
63448;lerid;1
63449;lewed;1
63450;wone;1
63451;latyn;1
63452;frankys;1
63453;haf;1
63454;gamen;1
63455;felawschip;1
63456;sitt;1
63457;samen;1
63458;gude;1
63459;thynges;1
63460;dedis;1
63461;kynges;1
63462;foles;1
63463;normans;1
63464;unify;1
63465;mythic;1
63466;francus;1
63467;confessors;1
63468;knut;1
63469;frenchwoman;1
63470;anglo-french;1
63471;richardsons;1
63472;fieldings;1
63473;acclimatizing;1
63474;epic-romances;1
63475;landry;1
63476;caesarius;1
63477;pares;1
63478;whylke;1
63479;ouercome;1
63480;(to);1
63481;priore;1
63482;abbay;1
63483;saynte;1
63484;mekill;1
63485;contricione;1
63486;syghynge;1
63487;breste;1
63488;sobbynge;1
63489;throtte;1
63490;moghte;1
63491;furthe;1
63492;thane;1
63493;gaa;1
63494;wrytte;1
63495;a-gayne;1
63496;gafe;1
63497;hade;1
63498;yitt;1
63499;myghte;1
63500;mouthe;1
63501;grette;1
63502;thurghe;1
63503;schewede;1
63504;theyme;1
63505;hafe;1
63506;conceyle;1
63507;tuke;1
63508;byll;1
63509;wrettyn;1
63510;lukede;1
63511;fande;1
63512;na;1
63513;thynge;1
63514;wretyne;1
63515;wondyrd;1
63516;gretly;1
63517;saide;1
63518;wyet;1
63519;synns;1
63520;thaym;1
63521;sene;1
63522;contrycyone;1
63523;forgyfes;1
63524;abbot;1
63525;wireker[15];1
63526;vespucci;1
63527;civilizations;1
63528;easye;1
63529;founde;1
63530;barkynge;1
63531;scyllaes;1
63532;ravenyng;1
63533;celenes;1
63534;lestrigones;1
63535;devourers;1
63536;citisens;1
63537;holsome;1
63538;exceding;1
63539;thyng;1
63540;badebec;1
63541;amaurotes;1
63542;moche;1
63543;wrytyng;1
63544;hande;1
63545;eyen;1
63546;dimed;1
63547;overmoche;1
63548;lokyng;1
63549;corage;1
63550;laboure;1
63551;crepeth;1
63552;dayly;1
63553;febleth;1
63554;promysid;1
63555;frendes;1
63556;addresse;1
63557;hastely;1
63558;practysed;1
63559;lerned;1
63560;ordeyne;1
63561;prynte;1
63562;wreton;1
63563;ynke;1
63564;bokes;1
63565;attones;1
63566;storye;1
63567;recule;1
63568;troyes;1
63569;enpryntid;1
63570;begonne;1
63571;fynysshid;1
63572;lydgate;1
63573;accordyng;1
63574;copye;1
63575;doon;1
63576;enprynte;1
63577;entente;1
63578;lerne;1
63579;jentyl;1
63580;dedes;1
63581;somme;1
63582;whyche;1
63583;vycious;1
63584;punysshed;1
63585;byseching;1
63586;lordes;1
63587;rede;1
63588;werke;1
63589;remembraunce;1
63590;folowe;1
63591;shalle;1
63592;fynde;1
63593;playsaunt;1
63594;hystoryes;1
63595;renomed;1
63596;gentylnesse;1
63597;chyualryes;1
63598;curtosye;1
63599;frendlynesse;1
63600;hardynesse;1
63601;frendshyp;1
63602;cowardyse;1
63603;murdre;1
63604;synne;1
63605;evyl;1
63606;renommee;1
63607;transform;1
63608;_raison;1
63609;être_;1
63610;galahad;1
63611;hero[23];1
63612;avilion;1
63613;moneth;1
63614;floreth;1
63615;floryssheth;1
63616;gardyns;1
63617;lete;1
63618;florysshe;1
63619;joye;1
63620;promysed;1
63621;feythe;1
63622;worshypful;1
63623;worshipfull;1
63624;seven-night;1
63625;impetuosities;1
63626;crypts;1
63627;tourneys;1
63628;gris;1
63629;knyghte;1
63630;dull-painted;1
63631;serious-minded;1
63632;_morte;1
63633;arthure_;1
63634;speciall;1
63635;poyntes;1
63636;bawdrye;1
63637;knightes;1
63638;quarell;1
63639;fowlest;1
63640;aduoulteres;1
63641;sutlest;1
63642;shiftes;1
63643;re-edited;1
63644;thrifty;1
63645;zupitza;1
63646;francos;1
63647;diligit;1
63648;christus;1
63649;salic;1
63650;pardessus;1
63651;françaises;1
63652;moland;1
63653;héricault;1
63654;amile;1
63655;amiloun;1
63656;(heilbronn;1
63657;1884);1
63658;cantefable;1
63659;(g;1
63660;littérature;1
63661;moyen;1
63662;âge;1
63663;1338;1
63664;brut;1
63665;bannatyne;1
63666;altenglische;1
63667;bibliothek;1
63668;(heilbronn);1
63669;xiiith;1
63670;xivth;1
63671;(edinburgh;1
63672;1887);1
63673;ferumbras;1
63674;otuel;1
63675;burdeux;1
63676;hanston;1
63677;floriz;1
63678;blauncheflur;1
63679;havelok;1
63680;palerne;1
63681;generides;1
63682;arthure;1
63683;lonelich;1
63684;arimathie;1
63685;gawaine;1
63686;nennius;1
63687;tunc;1
63688;insulæ;1
63689;nemine;1
63690;exceptis;1
63691;paucis;1
63692;gigantibus;1
63693;habitabatur;1
63694;trojam;1
63695;novam;1
63696;postea;1
63697;corruptionem;1
63698;vocabuli;1
63699;trinovantum;1
63700;fuerit;1
63701;chronica;1
63702;21-22);1
63703;polychronicon;1
63704;_history_;1
63705;holinshed;1
63706;troians;1
63707;utterlie;1
63708;brytus;1
63709;silvius;1
63710;creusa;1
63711;troie;1
63712;mund;1
63713;dire);1
63714;reaume;1
63715;englois;1
63716;martirs;1
63717;confessurs;1
63718;ki;1
63719;deu;1
63720;mururent;1
63721;plursurs;1
63722;forz;1
63723;hardiz;1
63724;mutz;1
63725;fu;1
63726;aedmunz;1
63727;knudz;1
63728;luard;1
63729;undated;1
63730;1478;1
63731;(w;1
63732;1349;1
63733;(cæsarius;1
63734;heisterbacensis;1
63735;1240);1
63736;ibi;1
63737;juvenis;1
63738;quidam;1
63739;suggerente;1
63740;humani;1
63741;generis;1
63742;inimico;1
63743;talia;1
63744;quædam;1
63745;peccata;1
63746;commiserat;1
63747;obstante;1
63748;erubescentia;1
63749;nulli;1
63750;hominum;1
63751;confiteri;1
63752;potuit;1
63753;cogitans;1
63754;tamen;1
63755;malis;1
63756;præparata;1
63757;tormenta;1
63758;gehennæ;1
63759;bonis;1
63760;abscondita;1
63761;gaudia;1
63762;perennis;1
63763;vitæ;1
63764;timens;1
63765;etiam;1
63766;quotidie;1
63767;judicium;1
63768;intus;1
63769;torquebatur;1
63770;morsu;1
63771;conscientiæ;1
63772;foris;1
63773;tabescebat;1
63774;copore;1
63775;illustrium;1
63776;miraculorum;1
63777;speculum;1
63778;stultorum;1
63779;anglo-latin;1
63780;gualteri;1
63781;mapes;1
63782;nugis;1
63783;curialium;1
63784;distinctiones;1
63785;quinque;1
63786;disuasio;1
63787;valerii;1
63788;rufinum;1
63789;ducenda;1
63790;uxore;1
63791;1515-1516;1
63792;libellus;1
63793;aureus;1
63794;salutaris;1
63795;festivus;1
63796;optimo;1
63797;reipublicæ;1
63798;cura;1
63799;ægidii;1
63800;editus;1
63801;1516;1
63802;1551;1
63803;(1582-1621);1
63804;grys;1
63805;hyanisbe;1
63806;supra_);1
63807;conquesté;1
63808;icelluy;1
63809;transporta;1
63810;colonie;1
63811;utopiens;1
63812;hommes;1
63813;petitz;1
63814;enfans;1
63815;mestiers;1
63816;professeurs;1
63817;liberales;1
63818;ledict;1
63819;refraischir;1
63820;peupler;1
63821;aorner;1
63822;mal;1
63823;aultrement;1
63824;habité;1
63825;désert;1
63826;partie;1
63827;recueyll;1
63828;troye;1
63829;1474;1
63830;1485;1
63831;ioyous;1
63832;entytled;1
63833;notwythstondyng;1
63834;treateth;1
63835;byrth;1
63836;lyf;1
63837;fynysshed;1
63838;thabbey;1
63839;westmestre;1
63840;juyl;1
63841;cccc;1
63842;lxxxv;1
63843;fieri;1
63844;fecit;1
63845;shelde;1
63846;foyne;1
63847;thorughoute;1
63848;fadom;1
63849;felte;1
63850;dethes;1
63851;wounde;1
63852;thryst;1
63853;hymself;1
63854;bur;1
63855;handes;1
63856;syde;1
63857;persyd;1
63858;brayne;1
63859;panne;1
63860;therwythall;1
63861;starke;1
63862;nobyl;1
63863;swoune;1
63864;swouned;1
63865;847);1
63866;771;1
63867;deuyll;1
63868;beuys;1
63869;degore;1
63870;virgilius;1
63871;hawes;1
63872;tottell;1
63873;1555;1
63874;embellishes;1
63875;squyr;1
63876;lowe;1
63877;degre;1
63878;twice-told;1
63879;manifesto[30]);1
63880;vikings;1
63881;lack-dinner;1
63882;lack-penny;1
63883;italianized;1
63884;home-keeping;1
63885;madonnas;1
63886;pantocle;1
63887;libertie;1
63888;maior;1
63889;commonlie;1
63890;bloodie;1
63891;inquisitors;1
63892;daylie;1
63893;daliers;1
63894;smilyng;1
63895;signes;1
63896;bargaines;1
63897;floures;1
63898;herbes;1
63899;breede;1
63900;travailours;1
63901;retourne;1
63902;queasie;1
63903;[our;1
63904;tongue];1
63905;psalter;1
63906;exchewe;1
63907;circes;1
63908;ryde;1
63909;flie;1
63910;thether;1
63911;arthures;1
63912;amynta;1
63913;otherwhile;1
63914;afterwarde;1
63915;trustie;1
63916;ambassades;1
63917;briefe;1
63918;christianly;1
63919;lascivious;1
63920;exorable;1
63921;reade;1
63922;delectation;1
63923;appends;1
63924;ser;1
63925;fiorentino;1
63926;straparole;1
63927;authours;1
63928;rhomeo;1
63929;iulietta;1
63930;first-fruits;1
63931;grimeston;1
63932;tuskane;1
63933;prière;1
63934;requeste;1
63935;1669;1
63936;sigismond;1
63937;transmuting;1
63938;houlde;1
63939;nothynge;1
63940;unhappie;1
63941;onlye;1
63942;kynne;1
63943;shalte;1
63944;adulteresse;1
63945;deede;1
63946;secreate;1
63947;eyne;1
63948;prevye;1
63949;husbande;1
63950;cousyns;1
63951;servauntes;1
63952;bestes;1
63953;poostes;1
63954;canste;1
63955;mynde;1
63956;hedling;1
63957;furour;1
63958;overcom;1
63959;reygneth;1
63960;commandement;1
63961;overmuche;1
63962;pytie;1
63963;carye;1
63964;mesage;1
63965;folowed;1
63966;suffred;1
63967;nygtes;1
63968;meaved;1
63969;dolour;1
63970;mournynge;1
63971;comforte;1
63972;ryghte;1
63973;excellente;1
63974;conclusyon;1
63975;lyfe;1
63976;emancipating;1
63977;(1575);1
63978;arthurz;1
63979;burdeaus;1
63980;foour;1
63981;apuleius;1
63982;recreate;1
63983;refreshe;1
63984;defatigated;1
63985;painefull;1
63986;shunne;1
63987;heavinesse;1
63988;avoide;1
63989;sommers;1
63990;travailers;1
63991;staye;1
63992;journeours;1
63993;horsback;1
63994;steade;1
63995;helenas;1
63996;warwickshire;1
63997;coats-of-mail;1
63998;slim-necked;1
63999;thickly-shaded;1
64000;fiammettas;1
64001;philomenas;1
64002;babblers;1
64003;tudors;1
64004;readeth;1
64005;windsore;1
64006;prebendarie;1
64007;chirch;1
64008;wole;1
64009;weeke;1
64010;toongs;1
64011;skilfull;1
64012;cynically;1
64013;corcyra;1
64014;denbigh;1
64015;pageantry;1
64016;1564;1
64017;[wearying];1
64018;dutchland;1
64019;caul;1
64020;high-land;1
64021;recreated;1
64022;hunsdean;1
64023;hearkned;1
64024;tapistry;1
64025;melancholly;1
64026;german];1
64027;manages;1
64028;disposedly;1
64029;ultra-feminine;1
64030;love-books;1
64031;sixty-fifth;1
64032;sharp-featured;1
64033;round-shaped;1
64034;cylindric;1
64035;peacock-covered;1
64036;isis-cleopatra;1
64037;_paniers_;1
64038;pilasters;1
64039;albums;1
64040;_mask-style_;1
64041;palatial;1
64042;northamptonshire;1
64043;goodlie;1
64044;worke_;1
64045;[henry;1
64046;justlie;1
64047;cecils;1
64048;chimnies;1
64049;tenderlings;1
64050;rheumes;1
64051;catarhs;1
64052;poses;1
64053;reredosses;1
64054;ake;1
64055;familie;1
64056;quacke;1
64057;virgo;1
64058;doncques;1
64059;françoys;1
64060;marchez;1
64061;couraigeusement;1
64062;ceste;1
64063;cité;1
64064;dépouilles;1
64065;avez;1
64066;fois;1
64067;ornez;1
64068;autelz;1
64069;pillez;1
64070;sacrez;1
64071;thésors;1
64072;delphique;1
64073;souvienne;1
64074;ancienne;1
64075;marseille;1
64076;athènes;1
64077;deffense;1
64078;françoyse;1
64079;1549);1
64080;1568;1
64081;caryed;1
64082;wher;1
64083;vadis;1
64084;1544;1
64085;toxophilus;1
64086;intituled;1
64087;philocopo;1
64088;g[ifford;1
64089;jealosie;1
64090;giovano;1
64091;young];1
64092;woodcuts);1
64093;amyntas;1
64094;latine;1
64095;hexameters;1
64096;fraunce;1
64097;godfray;1
64098;bulloigne;1
64099;c[arew];1
64100;baldesar;1
64101;(contains;1
64102;froysshart;1
64103;maternall;1
64104;tonge;1
64105;1522;1
64106;amyot;1
64107;(1579);1
64108;1685-6;1
64109;novamente;1
64110;adornato;1
64111;rame;1
64112;padouano;1
64113;boldlie;1
64114;easelier;1
64115;wittes;1
64116;pitie;1
64117;dissallow;1
64118;79);1
64119;nere;1
64120;januarie;1
64121;hundreth;1
64122;flowres;1
64123;lxix;1
64124;plasidas;1
64125;ipse;1
64126;cæsarem;1
64127;sic;1
64128;eum;1
64129;sequebatur;1
64130;somnis;1
64131;nullamque;1
64132;noctem;1
64133;quietam;1
64134;permittebat;1
64135;obiisse;1
64136;amator;1
64137;magno;1
64138;dolore;1
64139;permotus;1
64140;lugubrem;1
64141;vestem;1
64142;recepit;1
64143;consolationem;1
64144;admisit;1
64145;nisi;1
64146;postquam;1
64147;ducalo;1
64148;virginem;1
64149;formosam;1
64150;castissimam;1
64151;atque;1
64152;prudentem;1
64153;junxit;1
64154;beauveau;1
64155;fido;1
64156;guarini;1
64157;533;1
64158;1497;1
64159;brandesby;1
64160;equidem;1
64161;aureum;1
64162;quoddam;1
64163;seculum;1
64164;exoriri;1
64165;video;1
64166;fortassis;1
64167;continget;1
64168;frui;1
64169;quippe;1
64170;fabulæ;1
64171;meæ;1
64172;catastrophem;1
64173;accedam;1
64174;368);1
64175;laudatus;1
64176;venias;1
64177;exciperis;1
64178;discedas;1
64179;aliquo;1
64180;dimitteris;1
64181;redis;1
64182;redduntur;1
64183;suavia;1
64184;denique;1
64185;quocumque;1
64186;moveas;1
64187;suaviorum;1
64188;plena;1
64189;omnia;1
64190;1499);1
64191;1545-6;1
64192;hal-hill;1
64193;autograph;1
64194;blomfield;1
64195;1603-1616;1
64196;patronesses;1
64197;engarlands;1
64198;imbues;1
64199;_précieux_;1
64200;landmann[69];1
64201;1532;1
64202;cocodrille;1
64203;devours;1
64204;love-bestiaries;1
64205;drowns;1
64206;camelion;1
64207;hornes;1
64208;sheeldes;1
64209;souldiers;1
64210;irefully;1
64211;sildome;1
64212;coole;1
64213;sea-horse;1
64214;resembleth;1
64215;oxe;1
64216;calfe;1
64217;breedeth;1
64218;necke;1
64219;killeth;1
64220;mantichora;1
64221;sphinga;1
64222;papio;1
64223;salceburgh;1
64224;phairies;1
64225;præstigious;1
64226;holye;1
64227;inchaunting;1
64228;hinde;1
64229;goate;1
64230;beares;1
64231;breastes;1
64232;neare;1
64233;devoure;1
64234;kindes;1
64235;earthworms;1
64236;latines;1
64237;_boa_;1
64238;_bossa_;1
64239;_bos_;1
64240;cowes;1
64241;encreaseth;1
64242;herdes;1
64243;cattels;1
64244;murthering;1
64245;hieroglyphicks;1
64246;tentyris;1
64247;athor;1
64248;vessell;1
64249;quantitie;1
64250;three-masted;1
64251;bead-roll;1
64252;kernell;1
64253;esteeme;1
64254;mishapen;1
64255;pottes;1
64256;deadlyest;1
64257;cleerest;1
64258;uglyest;1
64259;kernels;1
64260;rumples;1
64261;lace-plaited;1
64262;bradsaigh;1
64263;senselessness;1
64264;orville;1
64265;colambre;1
64266;sermonizing;1
64267;inheritors;1
64268;héloïse;1
64269;mischiefe;1
64270;rondibilis;1
64271;_labeur;1
64272;assidu_;1
64273;_fervente;1
64274;estude_;1
64275;auntient;1
64276;atteining;1
64277;divinitie;1
64278;twenty-five-years-old;1
64279;perywigges;1
64280;jewells;1
64281;rowles;1
64282;boulstrings;1
64283;enchaunted;1
64284;closettes;1
64285;appoticaryes;1
64286;confections;1
64287;surgions;1
64288;boxe;1
64289;salves;1
64290;pedlers;1
64291;packe;1
64292;newe;1
64293;fangles;1
64294;lawnes;1
64295;leefekyes;1
64296;ruffes;1
64297;cardinalls;1
64298;curtisans;1
64299;joyntly;1
64300;mortifie;1
64301;eschue;1
64302;avoyd;1
64303;hearte;1
64304;cary;1
64305;fained;1
64306;hewe;1
64307;countenaunce;1
64308;slideth;1
64309;becomest;1
64310;suit];1
64311;honestie;1
64312;bastarde;1
64313;jean-jacques;1
64314;beareth;1
64315;bredde;1
64316;bringeth;1
64317;nourisheth;1
64318;springe;1
64319;hearbe;1
64320;commeth;1
64321;moystened;1
64322;noursed;1
64323;moysture;1
64324;mylke;1
64325;lyonesse;1
64326;nurseth;1
64327;whelps;1
64328;byrdes;1
64329;clouts;1
64330;lyttle;1
64331;crueltie;1
64332;tearmed;1
64333;nexte;1
64334;perhappes;1
64335;esteemeth;1
64336;discreete;1
64337;playneth;1
64338;felicitie;1
64339;nobilytie;1
64340;stocke;1
64341;sense];1
64342;wheele;1
64343;chaunge;1
64344;worldlings;1
64345;sickenesse;1
64346;letters[90];1
64347;oracle-wise;1
64348;pamela-wise;1
64349;satirize;1
64350;seen);1
64351;englishwomen;1
64352;petrarch;1
64353;devoute;1
64354;courtlye;1
64355;aungels;1
64356;earth);1
64357;inferiour;1
64358;singuler;1
64359;chastitie;1
64360;vesta;1
64361;wote;1
64362;whatsomever;1
64363;condicion;1
64364;grece;1
64365;playsant;1
64366;discrete;1
64367;sobre;1
64368;husbandis;1
64369;trewe;1
64370;besy;1
64371;ydle;1
64372;attemperat;1
64373;speking;1
64374;werkis;1
64375;atte;1
64376;leste;1
64377;sholde;1
